mobile_language|english|français|polski|nederlands|deutsch|italiano|español|português
stetosblue|Stethoscope|Stethoscope|Stetoskop|Stethoscoop|Stethoskoop|Stetoscopio|Estetoscopio|Estetoscópio|Stethoskop
doctortie|Doctor tie|Cravatte|Doktor remis|arts band|arztkrawatte|Cravatta|Corbata|Gravata|Dokter Krawatt
heartbeat|Heart beat|Battements|Bicie serca|Hartslag|Herzschlag|Battiti|Latido|Batimentos|Häerzschlag
handpeople|Hand to you|Main tendue|Ręka do Ciebie|Klaar om u|Hand in Hand|Mano tesa|Mano extendida|Mão estendida|Hand ausgestreckt
bambstones|Bamboo stones|Pierre&bambou|Kamienie z bambusa|Bamboe stenen|Bamboosteine|Pietre & Bambù|Piedras & Bambú|Pedra e bambu|Bambu Steng
stoneleaves|Stones leaves|Pierre&feuilles|Kamienie liście|Stenen bladeren|Steinblätter|Pietre & Foglie|Piedras & hojas|Pedra e folhas|Steng a Blieder
flowerpetals|Flower petals|Pétales|Płatki kwiatów|Bloemblaadjes|Blütenblätter|Petali|Pétalos|Pétalas|Blummebléien
flowers|Flowers|Fleurs|Kwiaty|Bloemen|Blumen|Fiori|Flores|Flores|Blummen
caduceus|Caduceus|Caduceus|Caduceus|Caduceus|Caduceus|Caduceus|Caduceus|Caducas|Caduceus
e-resa cancel none|Not allowed|Non autorisé|Nieautoryzowane|Niet toegelaten|Nicht erlaubt|Non autorizzato|No autorizado|Não autorizado|Net erlaabt
e-reservation|Make an appointment - Online booking|Prendre rendez-vous - Réservation en ligne|Umów się na wizytę - Online rezerwacja|Maak een afspraak - Online reserveren|Termin vereinbaren - Online Buchung|Prendere un appuntamento - Prenotazione online|Toma una cita - Reserva online|Marcar uma consulta - Reservas online|E Rendez-vous maachen - Online Reservatioun
e-resa cancel 1h|at least 1 hour before appointment|au moins 1 heure avant le RDV|co najmniej 1 godziny przed spotkaniem|ten minste één uur voor de afspraak|mindestens 1 Stunde vor dem Termin|almeno 1 ore prima dell'appuntamento|al menos 1 hora antes de la cita|pelo menos 1 hora antes da consulta|op d'mannst 1 Stonn virum Rendez-vous
e-resa cancel 12h|at least 12h before appointment|au moins 12h avant le RDV|co najmniej 12 godziny przed spotkaniem|ten minste 12 uren voor de afspraak|mindestens 12 Stunden vor dem Termin|almeno 12 ore prima dell'appuntamento|al menos 12 horas antes de la cita|pelo menos 12 horas antes da consulta|op d'mannst 12 Stonnen virum Rendez-vous
e-resa cancel 24h|at least 24h before appointment|au moins 24h avant le RDV|co najmniej 24 godziny przed spotkaniem|ten minste 24 uren voor de afspraak|mindestens 24 Stunden vor dem Termin|almeno 24 ore prima dell'appuntamento|al menos 24 horas antes de la cita|pelo menos 24 horas antes da consulta|op d'mannst 24 Stonnen virum Rendez-vous
e-resa cancel 48h|at least 48h before appointment|au moins 48h avant le RDV|co najmniej 48 godzin przed spotkaniem|ten minste 48 uren voor de afspraak|mindestens 48 Stunden vor dem Termin|almeno 48 ore prima dell'appuntamento|al menos 48 horas antes de la cita|pelo menos 48 horas antes da consulta|op d'mannst 48 Stonnen virum Rendez-vous
e-resa cancel 72h|at least 72h before appointment|au moins 72h avant le RDV|co najmniej 72 godziny przed spotkaniem|ten minste 72 uren voor de afspraak|mindestens 72 Stunden vor dem Termin|almeno 72 ore prima dell'appuntamento|al menos 72 horas antes de la cita|pelo menos 72 horas antes da consulta|op d'mannst 72 Stonnen virum Rendez-vous
e-resa cancel 1week|at least 7 days before appointment|au moins 7 jours avant le RDV|co najmniej 7 dni przed spotkaniem|ten minste 7 dagen voor de afspraak|mindestens 7 tage vor dem Termin|almeno 7 giorni prima dell'appuntamento|al menos 7 días antes de la cita|pelo menos 7 dias antes da consulta|op d'mannst 7 Deeg virum Rendez-vous
e-step ident|Identify yourself|S'identifier|Przedstaw się|Identificeer jezelf|Bitte melden Sie sich an|Identificarsi|Identificarse|Identificar-se|Identifizéiert Iech
e-step options|Choose your options|Vos options|Wybierz opcje|Kies uw opties|Ihre Optionen|Le Sue opzioni|Sus opciones|as suas opções|Wielt Är Optiounen
e-step select|Select an appointment|Sélectionner un RDV|Wybierz termin|Selecteer een afspraak|Termin auswählen|Selezionare un appuntamento|Seleccionar una cita|Selecionar uma consulta|Wielt e Rendez-vous
e-step confirm|Confirm your choice|Confirmer votre choix|Potwierdź wybór|Bevestig uw keuze|auswahl bestätigen|Confermare la Sua scelta|Confirmar su elección|Confirmar a sua escolha|Confirméiert Är Wiel
e-step thanks|It is done|C'est terminé|Odbywa się to|afgerond|Fertig|Terminato|acabado|Terminou|Et ass gemaach
e- in_place|in|à|w|in|in|a|en|em|an
e- make an app with|quickly make online an appointment with|prenez rapidement un rendez-vous en ligne avec|umów się szybko na spotkanie online z|boek nu snel online een afspraak met|Vereinbaren Sie schnell online einen Termin mit|fissate un rapido appuntamento online con|concierte una cita rápida en línea con|marque rapidamente uma reunião com|maacht séier online e Rendez-vous mat
authify me|Verify|Vérifier|Zidentyfikować mnie|Verifiëren|Mich anmelden|Mi identifico|Me identifico|Identifico-me|Iwwerpréift mech
identify me|Check me in|Je m'identifie|Zidentyfikować mnie|In checken|Mich anmelden|Mi identifico|Me identifico|Identifico-me|Checkt mech an
try again|Try again|Ré-essayer|Spróbuj ponownie|Opnieuw checken|Erneut versuchen|Riprovare|Intentar de nuevo|Tentar novamente|Probéiert nach eng Kéier
i sign in|Sign me in|M'inscrire|Zarejestruj mnie|Ik registreer|Mich registrieren|Mi iscrivo|Me inscribo|Eu subscrevo|Registréiert mech
sign in|Save|Sauvegarder|Zapisać|Opslaan|Speichern|Registrare|Registrar|Registro|Späichert
hello|Hello|Bonjour|Cześć|Dag|Guten Tag|Buongiorno|Buenos días|Bom dia|Moien
continue|Continue|Continuer|Kontynuować|Voortzetten|Fortfahren|Continuare|Continuar|Continuar|Weiderfueren
next dates|Following dates|Dates suivantes|Następujące terminy|Volgende datums|Folgende Daten|Date seguenti|Fechas siguientes|Datas seguintes|Folgend Deeg
token sent|We have sent a code on your mail-box.|Nous avons envoyé un code sur votre e-mail.|Mamy kod wysyłany za pośrednictwem poczty e-mail.|Wij hebben een code via e-mail gestuurd.|Wir haben Ihnen per E-Mail einen Code gesendet|È stato mandato un codice sulla Sua mail.|Enviamos un código a su e-mail|Enviámos um código para o seu e-mail.|Mir hunn Iech e Code per E-Mail geschéckt.
use token|Type your code here below to go on with the reservation process.|Introduisez ci-dessous votre code pour poursuivre la réservation.|Wpisz tutaj kod poniżej, aby przejść z procesu rezerwacji.|Typ hieronder uw code om verder te gaan met het boekingsproces.|Bitte geben Sie Ihren Code unten ein um mit der Reservierung fortzufahren|Inserisca qui sotto il Suo codice per continuare la prenotazione.|Introduzca su código más abajo para continuar la reserva.|Introduza o código abaixo para continuar com a reserva.|Gitt hei drënner Äre Code an, fir mam Reservéierungsprozess weiderzegoen.
e-token warning|attention:<br>If you close or refresh this page, your code is no longer valid.<br>emails sometimes take a few minutes before being delivered.<br>Also check if the email does not arrive in your spam.|attention:<br>Si vous fermez ou rafraîchissez cette page, votre code n'est plus valide.<br>l'e-mail met parfois quelques minutes avant de vous parvenir.<br>Vérifiez également si le mail n'est pas arrivé dans vos spam.|Uwaga:<br>Jeśli zamkniesz lub odśwież stronę, Twój kod nie jest już ważna.<br>e-maili czasami zająć kilka minut przed dostarczeniem.<br>Należy również sprawdzić, czy e-mail nie dotrze w spam.|Opgepast:<br>Als u deze pagina dicht doet of hernieuwt, is uw code niet meer geldig.<br>emails hebben soms enkelen minuten nodig om aan te komen.<br>Controleer ook of de e-mail niet in uw spam aankomt.|achtung:<br>Wenn Sie diese Seite schließen oder aktualisieren, ist ihr Code nicht mehr gültig.<br>Manchmal kann es einige Minuten dauern, bis E-Mails im Posteingang ankommen.<br>Bitte überprüfen Sie auch Ihren Spam-Ordner.|attenzione:<br>Se chiude o aggiorna questa pagina, il Suo codice non sarà più valido.<br>la mail a volte può mettere qualche minuto ad arrivare.<br>Controlli anche che la mail non sia arrivata nello spam.|atención:<br>Si cierra o actualiza esta página, su código ya no será válido.<br>el e-mail a veces tarda unos minutos antes de llegar.<br>Compruebe también que el e-mail no llegó en los spams.|atenção:<br>Se você fechar ou atualizar esta página, o seu código não será mais válido.<br>Pode demorar alguns instantes até receber o e-mail.<br>Verifique também se o e-mail não foi para a sua caixa de spam.|Opgepasst:<br>Wann Dir dës Säit zoumaacht oder aktualiséiert, ass Äre Code net méi valabel.<br>E-Maile kënnen heiansdo e puer Minutten daueren fir ze kommen.<br>Préift och Äre Spam-Ordner.
bad token|The inserted code is wrong, you will receive a new code.|Le code introduit est erroné, vous recevrez un nouveau code.|Wstawiony kod jest nieprawidłowy, otrzymasz nowy kod.|De ingevoerde code is verkeerd, u gaat een nieuwe code ontvangen.|Der eingegebene Code ist falsch, Sie erhalten in Kürze einen neuen Code.|Il codice inserito è erroneo, riceverà un nuovo codice.|El código introducido está equivocado, recibirá un nuevo código.|O código introduzido não está certo. Você irá receber um novo código.|De agebueden Code ass falsch, Dir kritt en neie Code.
e-welcome|Welcome.<br/>Please enter your e-mail.|Bienvenue.<br/>SVP introduisez votre e-mail.|Witamy.<br/>Podaj swój adres e-mail.|Welkom.<br/>Vul alstublieft uw e-mailadres in.|Willkommen.<br/>Bitte geben Sie Ihre E-Mail Adresse ein.|Benvenuto.<br/>Per favore inserisca il suo indirizzo email.|Bienvenido.<br/>Por favor introduzca su dirección e-mail.|Bem-vindo.<br/>Por favor, introduza o seu endereço de e-mail.|Wëllkomm.<br/>Gitt w.e.g. Är E-Mail Adress an.
fill mobile|in order to proceed with you identification, please fill in your mobile number|afin de complétez votre identification, svp indiquez votre numéro de portable|w celu dokończenia identyfikacji prosimy o podanie numeru telefonu komórkowego|om uw identificatie te vervolledigen, dient u uw mobiele nummer op te geven|Zur Vervollständigung Ihrer Identifizierung geben Sie bitte Ihre Handynummer an|una volta completata la tua identificazione, svp indica il tuo numero di portatile|afin de complétez votre identificación, svp indiquez votre numéro de portable|para completar a sua identificação, por favor indique o seu número de telemóvel|Fir Är Identifikatioun ofzeschléissen, gitt w.e.g. Är Handysnummer un.
eresa identified more|The following visitors are associated with your email:|Voici la liste des visitors associées à votre email:|Oto lista visitors powiązanych z Twoim adresem e-mail.|Hier is de lijst met visitors die aan uw e-mailadres zijn gekoppeld.|Hier ist die Liste der visitors, die mit Ihrer E-Mail verknüpft sind.|Ecco l'elenco dei visitors associati alla tua email.|Aquí está la lista de visitors asociados con su correo electrónico.|Aqui está a lista de visitors associados ao seu e-mail.|Dëst ass d'Lëscht vun de Visiteuren, déi mat Ärer E-Mail verbonne sinn.
eresa identified one|Please pick from the 2 options below|Bonjour, choisissez une de ces deux options|Witaj, wybierz jedną z tych dwóch opcji.|Hallo, kies een van deze twee opties.|Hallo, wählen Sie eine dieser beiden Optionen.|Ciao, scegli una di queste due opzioni.|Hola, elige una de estas dos opciones.|Olá, escolha uma dessas duas opções.|Moien, wielt eng vun dësen zwou Optiounen aus.
eresa register more|Register one more person|Enregistrer une personne supplémentaire|Zarejestruj dodatkową osobę|Registreer een extra persoon|Melden Sie eine weitere Person an|Registra un'altra persona|Registrar una persona adicional|Registrar uma pessoa adicional|Registréiert eng weider Persoun
eresa ident continue one|Make or cancel an appointment|Prendre ou annuler un RDV|Umów się lub odwołaj spotkanie|Maak of annuleer een afspraak|Vereinbaren oder stornieren Sie einen Termin|Fissa o annulla un appuntamento|Concierte o cancele una cita|Marque ou cancele um compromisso|Maacht oder annuléiert e Rendez-vous
eresa ident continue many|Make or cancel an appointment for one of those persons|Prendre ou annuler un RDV pour l'une de ces personnes|Umów się lub odwołaj spotkanie dla jednej z tych osób|Maak of annuleer een afspraak voor een van die personen|Vereinbaren oder stornieren Sie einen Termin für eine dieser Personen|Fissa o annulla un appuntamento per una di quelle persone|Concierte o cancele una cita para una de esas personas|Marque ou cancele um compromisso para uma dessas pessoas|Maacht oder annuléiert e Rendez-vous fir eng vun dësen Persounen
unknown email|This e-mail is unknown in our system.|Cet email n'est pas connu de notre système.|Ten adres e-mail jest nieznany w naszym systemie.|Dit e-mail adres is niet bekend in ons systeem.|Diese E-Mail Adresse ist unserem System nicht bekannt.|Questa mail non è riconosciuta dal nostro sistema.|Nuestro sistema no reconoce este e-mail.|Este e-mail não é conhecido no nosso sistema.|Dës E-Mail Adress ass eisem System net bekannt.
fill gsm&bdate|Please fill in your mobile number and your date of birth.|SVP indiquez numéro de mobile et date de naissance.|Proszę podać numer telefonu i datę urodzenia.|Vul AUB uw mobiele nummer en uw geboortedatum in.|Bitte geben Sie Ihre Mobilnummer und Ihr Geburtsdatum ein.|Completi per favore con il Suo numero di cellulare e data di nascita.|Por favor, complete con su número de móvil y fecha de nacimiento.|Por favor, adicione o seu número de telemóvel e a sua data de nascimento.|Gitt w.e.g. Är Handysnummer an Äre Gebuertsdatum un.
retype email|Please check your e-mail or fill it in again.|SVP vérifiez ou ré-écrivez votre e-mail.|Proszę sprawdzić pocztę e-mail lub wypełnić go w.|Controleer AUB uw e-mail of vul hem opnieuw in.|Bitte überprüfen Sie Ihre E-Mail Adresse oder geben Sie sie erneut ein.|Per favore controlli o riscriva la Sua mail.|Por favor, compruebe o vuelva a escribir su e-mail.|Verifique ou volte a introduzir o seu e-mail.|Préift oder gitt Är E-Mail nach eng Kéier un.
pls sign in|You can now register for online booking.|Vous pouvez maintenant vous inscrire pour la réservation en ligne.|Możesz teraz zarejestrować rezerwacji online.|U kunt zich nu registreren voor online reservering.|Sie können sich nun für die Online-Buchung anmelden.|adesso può iscriversi per la prenotazione online.|ahora se puede registrar para la reserva online |agora pode inscrever-se para reserva on-line.|Dir kënnt Iech elo fir d'Online-Reservatioun umellen.
pls opt in|You have read and accepted the privacy policy related to online booking.|Vous avez lu et acceptez la politique de confidentialité relative à la prise de RDV en ligne.|Przeczytałeś i akceptujesz politykę prywatności dotyczącą rezerwacji wizyt online.|U hebt het privacybeleid met betrekking tot het online boeken van afspraken gelezen en geaccepteerd.|Sie haben die Datenschutzerklärung zur Online-Terminbuchung gelesen und akzeptiert.|Hai letto e accetti l'informativa sulla privacy relativa alla prenotazione online degli appuntamenti.|Ha leído y acepta la política de privacidad relativa a la reserva de citas online.|Você leu e aceita a política de privacidade relativa à marcação de consultas online.|Dir hutt d'Dateschutzpolitik fir Online-Reservatioune gelies a akzeptéiert.
read privacy|Read the privacy policy of |Voir la politique de confidentialité de |Zobacz politykę prywatności |Zie het privacybeleid van |Siehe Datenschutzerklärung von |Consulta l'informativa sulla privacy di |Ver la política de privacidad de |Consulte a política de privacidade do |Liest d'Dateschutzpolitik vun 
pls coordinates|Please complete your details below.|Indiquez vos coordonnées complètes ci-dessous.|Proszę wypełnić swoje dane poniżej.|Vul onderstaand uw gegevens in.|Bitte vervollständigen Sie Ihre Daten|Inserisca i Suoi dati completi qui sotto.|Indique sus datos completos a continuación.|Insira os seus detalhes abaixo.|Gitt w.e.g. Är Detailer hei drënner un.
pls register|Please complete below the details of the to register person.|Indiquez ci-dessous les coordonnées de la personne à inscrire.|Podaj poniżej dane kontaktowe osoby do zarejestrowania.|Vul aub hieronder de contactgegevens van de te registreren persoon.|Geben Sie unten die Kontaktdaten der zu registrierenden Person an|Indicare sotto i dettagli di contatto della persona da registrare.|Indique a continuación los datos de contacto de la persona a registrar.|Indique abaixo os detalhes de contato da pessoa para registrar.|Gitt hei drënner d'Detailer vun der anzeschreiwender Persoun un.
warn red field|Fields marked in red may not be left blank.|Les champs en rouge ne peuvent pas rester vides.|Pola oznaczone na czerwono nie może być puste.|Velden gemarkeerd in het rood mogen niet leeg blijven.|Rot markierte Felder müssen ausgefüllt werden.|I campi in rosso non possono rimanere vuoti.|Las casillas en rojo no pueden quedarse vacías.|Os campos a vermelho não podem ficar em branco.|Felder markéiert a rout däerfen net eidel gelooss ginn.
pls options|please choose appropriate options and then push the "search" button.|choisissez les options appropriées, puis appuyez sur le bouton "rechercher".|Proszę wybrać odpowiednie opcje, a następnie wciśnij przycisk "Szukaj".|Stel uw voorkeuren in en duw dan op de knop "zoeken".|Bitte wählen Sie die zutreffenden Optionen aus und klicken Sie auf "suchen".|Scelga le opzioni adeguate e clicchi su "ricerca".|Por favor, seleccione las opciones adecuadas y haga clic en el botón "buscar".|Escolha as opções apropriadas e, em seguida, carregue no botão “pesquisar”.|Wielt déi passend Optiounen a klickt duerno op de Knäppchen " sichen ".
slots here|Here are the possible schedules according to your options|Voici les horaires possibles en fonction de vos options.|Oto możliwe rozkłady według Państwa możliwości.|Dit zijn de afspraakmogelijkheden op basis van uw voorkeuren.|Gemäß Ihrer Optionen sind hier die möglichen Termine angezeigt.|Ecco i giorni e orari possibili partendo dalle sue preferenze.|Estos son los horarios posibles basándose en sus opciones.|aqui estão os horários possíveis, dependendo das suas opções.|Hei sinn déi méiglech Zäitpläng no Ären Optiounen.
slots as from|Here are the possible schedules as from|Voici les horaires possibles à partir de|Oto możliwe czasy od|Dit zijn de afspraakmogelijkheden vanaf|Hier sind die möglichen Zeiten von|Ecco i possibili orari da|aquí están los horarios posibles a partir de|aqui estão os horários possíveis da|Hei sinn déi méiglech Zäitpläng vun
slots from today|Here are the schedules available from today|Voici les horaires disponibles à partir d'aujourd'hui|Oto harmonogramy dostępne od dzisiaj|Hier zijn de schema's beschikbaar vanaf vandaag|Hier sind die verfügbaren Zeitfenster ab heute,|Ecco gli orari disponibili da oggi|aquí están los horarios disponibles a partir de hoy|aqui estão os horários disponíveis hoje|Hei sinn déi Zäitpläng, déi vun haut un disponibel sinn.
slots from tomorrow|Here are the schedules available from tomorrow|Voici les horaires disponibles à partir de demain|Oto harmonogramy dostępne od jutra|Hier zijn de schema's beschikbaar vanaf morgen|Hier sind die Termine ab morgen verfügbar|Ecco gli orari disponibili da domani|aquí están los horarios disponibles a partir de mañana|aqui estão os horários disponíveis a partir de amanhã|Hei sinn déi Zäitpläng, déi vu muer un disponibel sinn.
pls select|Click on the most appropriate time for your appointment.|Cliquez sur le moment le plus approprié pour votre rendez-vous.|Kliknij na najbardziej odpowiednim czasie na wizytę.|Klik op de meest geschikte tijd voor uw afspraak.|Bitte klicken Sie auf einen Termin, der Ihnen passt.|Clicchi sul momento più adeguato per fissare il suo appuntamento.|Haga clic en el momento que más le conviene para su cita.|Clique sobre o momento mais adequado para a sua consulta.|Klickt op déi passend Zäit fir Äre Rendez-vous.
e- you have chosen|you have chosen an appointment on |vous avez choisi un rendez-vous le |wybrałeś umówiony na |u heeft gekozen voor een afspraak op |Ihr ausgewählter Termin ist am|ha scelto un appuntamento il |ha elegido una cita el|escolheu uma consulta em |Dir hutt e Rendez-vous gewielt den 
e- you are app yet on|you are appointed yet on |Vous avez déjà rendez-vous pour|wybrałeś umówiony na |u heeft afgesproken op |Ihr Termin ist am|Il suo appuntamento è fissato per il giorno|Ya tiene una cita para|tem uma consulta|Dir hutt schonn e Rendez-vous den
e- has no planned appointment|does not currently have a scheduled appointment|n'a actuellement pas de rendez-vous planifié|nie ma obecnie zaplanowanego spotkania|heeft momenteel geen geplande afspraak|hat momentan keinen geplanten Termin|non ha attualmente un appuntamento programmato|no tiene una cita programada actualmente|ainda não tem um compromisso agendado|huet de Moment kee geplangte Rendez-vous
e-choose who to book for|you are appointed yet on |Sélectionnez ici la ou les personnes pour laquelle vous prenez un RDV|wybrałeś umówiony na |u heeft afgesproken op |Ihr Termin ist am|Il suo appuntamento è fissato per il giorno|Seleccione aquí la o las personas para las que toma la cita|tem uma consulta|Wielt hei d'Persoun(en) aus, fir déi Dir e Rendez-vous hëlt
e- you have no appointments|You have no appointment in this agenda.|Vous n'avez pas de rendez-vous dans cet agenda.|Nie musisz wydarzenie w tym kalendarzu.|U heeft geen afspraak in deze agenda.|Sie haben in diesem Kalender keine Termine.|Non ha nessun appuntamento in quest'agenda.|No tiene ninguna cita en este calendario.|Não tem consulta marcada neste calendário.|Dir hutt keng Rendez-vous an dësem Agenda
e- deletion unavailable|Online cancellation of an appointment is not allowed.|L'annulation en ligne d'un RDV n'est pas autorisée.|anulowanie Online spotkanie nie jest dozwolone.|Online annulering van een afspraak is niet toegestaan.|Es ist nicht möglich, Termine online abzusagen.|La cancellazione online di un appuntamento non è autorizzata.|La cancelación online de una cita nos está autorizada.|Não é permitido cancelar uma consulta online.|Online Annulatioun vun engem Rendez-vous ass net erlaabt
e- touch to delete|Touch an item to access a cancellation option.|Toucher votre RDV pour accéder à l'option d'annulation.|Dotknij element, aby uzyskać dostęp do opcji anulowania.|Tik op een bovenstaande afspraak voor een optie tot annulatie.|Bitte wählen Sie einen Termin aus, um Stornierungsmöglichkeiten zu sehen.|Tocchi un appuntamento per accedere all'opzione di cancellazione.|Toque su cita para acceder a la opción de cancelación.|Toque numa consulta para aceder à opção de cancelamento.|Beréiert en Element, fir d'Annulatiounsoptioun opzemaachen
e- click to delete|Click an item to access a cancellation option.|Cliquez votre RDV pour accéder à l'option d'annulation.|Kliknij element, aby uzyskać dostęp do opcji anulowania.|Klik op een bovenstaande afspraak voor een optie tot annulatie.|Klicken Sie auf einen Termin, um die Stornierungsmöglichkeiten anzuzeigen.|Clicchi sull’appuntamento per accedere all’opzione di cancellazione.|Haga clic en su cita para acceder a la opción de cancelación.|Clique numa consulta para ver a opção de cancelamento.|Klickt op e Rendez-vous, fir d'Optioun z'annuléieren opzemaachen
e- more app|take one more appointment|prendre encore un RDV|jeszcze jeden termin|nog een afspraak maken|Einen weiteren Termin vereinbaren|prendere un altro appuntamento|tomar otra cita|marcar outra consulta|nach e Rendez-vous huelen
e- done ok|Quit|Terminé|Porzucić|Klaar|Beenden|Terminato|acabado|Terminado|Ophale
modify options|Modify my options|Modifier mes options|Zmodyfikować moje opcje|Wijzig mijn opties|Meine Auswahl anpassen|Modificare le mie opzioni|Modificar mis opciones|alterar as minhas opções|Meng Optiounen änneren
e- del confirm|Pls confirm deletion|Confirmez la suppression|Potwierdź usunięcie.|Bevestig de verwijdering|Bitte die Löschung bestätigen|Confermare la cancellazione|Confirmar la cancelación|Confirmar que desejo apagar|Bestätegt w.e.g. d'Läschung
e- pls confirm|Please confirm your choice.|S'il vous plaît confirmez votre choix.|Potwierdź wybór.|Bevestig AUB nu uw keuze.|Bitte bestätigen Sie Ihre Wahl.|Confermi la Sua scelta.|Confirme su elección.|Confirme a sua escolha.|Confirméiert w.e.g. Är Wiel
e- pls note&confirm|Please type in a note if necessary, then confirm your choice.|Indiquez une note si nécessaire, et ensuite confirmez votre choix.|Proszę wpisać w notatce w razie potrzeby, a następnie potwierdzić wybór.|Eventuele vragen of opmerkingen kunt u hier melden. Bevestig AUB nadien uw keuze.|Bitte geben Sie bei Bedarf eine Notiz ein, und bestätigen Sie dann Ihre Wahl.|Indichi una nota se necessario, e poi confermi la Sua scelta.|Indique una nota si es necesario, y luego confirme su elección.|Se necessário, indique uma nota, e em seguida confirme a sua escolha.|Wann néideg, tippt eng Notiz an a confirméiert dann Är Wiel.
e- black listed|You can not make an appointment on this page. Please contact us by phone.|Vous ne pouvez pas prendre de RDV sur cette page. SVP contactez nous par téléphone.|Nie możesz umówić się na tę stronę. Prosimy o kontakt telefoniczny.|Je kunt geen afspraak maken op deze pagina. Neem telefonisch contact met ons op.|Sie können auf dieser Seite keinen Termin vereinbaren. Bitte kontaktieren Sie uns telefonisch.|Non puoi fissare un appuntamento su questa pagina. Vi preghiamo di contattarci telefonicamente.|No puede tomar una cita en esta página. Por favor contáctenos por teléfono.|Você não pode marcar uma consulta nesta página. Entre em contato conosco por telefone.|Dir kënnt kee Rendez-vous op dëser Säit maachen. Kontaktéiert eis w.e.g. per Telefon.
e- your AMPM preference|My days of preference|Mes jours de préférence|Moje dni preferencji|Mijn dagen van voorkeur|Meine Tage der Vorliebe|I miei giorni di preferenza|Mis días de preferencia|Meus dias de preferência|Meng Preferenzdeeg
search as from|availability as of|Disponibilité à partir de|Dostępność od|Beschikbaarheid vanaf|Verfügbarkeit ab|Disponibilità da|Disponibilidad a partir de|Disponibilidade a partir de|Disponibilitéit vun
e-reserved fine|Your reservation is properly saved.|Votre réservation est bien enregistrée.|Państwa rezerwacja jest zapisane.|Uw reservering wordt opgeslagen.|Ihr Termin wurde erfolgreich gespeichert.|La Sua prenotazione è stata registrata con successo.|Su reserva se registró con éxito.|a sua reserva foi registada com sucesso.|Är Reservatioun gouf erfollegräich gespäichert.
e-goodbye|Thank you for visiting us. You can close this page.|Merci pour votre visite. Vous pouvez fermer cette page.|Dziekuje za odwiedziny. Możesz zamknąć tę stronę.|Bedankt voor uw bezoek. U kunt deze pagina afsluiten.|Vielen Dank für Ihren Besuch. Sie können dieses Fenster schließen.|Grazie della Sua visita. Ora può chiudere questa pagina.|Gracias por visitarnos. Puede cerrar esta página.|Obrigada pela sua visita. Pode fechar esta página.|Merci fir Är Visitt. Dir kënnt dës Säit zoumaachen.
e- no registr|Sorry, we cannot find you in the file and online registration is not allowed.|Désolé, nous ne pouvons pas vous trouver dans le registre et l'inscription en ligne n'est pas autorisée.|Niestety, nie możemy cię znaleźć w pliku, a rejestracja online jest niedozwolone.|Sorry, we kunnen U niet vinden in het bestand en online registratie is niet toegestaan.|Tut uns Leid, leider können wir Sie in unserem Verzeichnis nicht finden und die Registrierung ist online nicht möglich. |Siamo spiacenti, non La troviamo nel registro e l'iscrizione online non è autorizzata.|Disculpe, no le encontramos en el registro y la inscripción online no está autorizada.|Desculpe, mas não foi possível encontrá-lo/a no registo. A inscrição em linha não foi autorizada.|Entschëllegt, mir kënnen Iech net am Fichier fannen an Online-Umeldung ass net erlaabt.
package plan|Purchase plan|Formule tarifaire|Wzór taryfowy|Tariefformule|Zahlplan|Formule tariffarie|Fórmula tarifaria|Fórmula de tarifário|Tarifplang
profession|Profession|Profession|Profesja|Beroep|Beruf|Professione|Profesión|Profissão|Beruff
dentistry|Dentistry|Dentisterie|Dentistry|Tandheelkunde|Zahnheilkunde|Odontoiatria|Odontología|Odontologia|Zännheilkonscht
dental surgeon|dental surgeon|chirurgien dentaire|chirurga stomatologa|kaakchirurg|Zahnchirurg|medico dentista|cirujano dental|cirurgião-dentista|Zahndokter
orthodontist|orthodontist|orthodontiste|orthodontist|orthodontist|Kieferorthopäde|ortodontista|ortodoncista|ortodontista|Kieferorthoped
dental prosthetist|dental prosthetist|prothésiste|technik dentystyczny|tandtechnicus|Zahnprothetiker|odontoprotesista|protésico dental|protésico|Zahnprothetiker
odontologist|odontologist|odontologue|odontolog|odontologist|Odontologe|odontologo|odontólogo|odontologista|Odontolog
doctors|Doctors|Médecins|Lekarze|artsen|Ärzte|Medici|Médicos|Médicos|Dokteren
generalist|generalist|généraliste|generalist|generalist|allgemeinmediziner|medico generico|médico general|clínica geral|Allgemengmedeziner
specialist|specialist|spécialiste|specjalista|specialist|Spezialist|specialista|especialista|especialista|Spezialist
surgeon|surgeon|chirurgien|chirurg|chirurg|chirurg|chirurgo|cirujano|cirurgião|Chirurg
cardiologist|cardiologist|cardiologue|kardiolog|cardioloog|kardiologe|cardiologo|cardiólogo|cardiologista|Kardiolog
cosmetic surgeon|cosmetic surgeon|chirurgien esthétique|chirurg kosmetyczny|cosmetisch chirurg|schönheitschirurg|chirurgo estetico|cirujano plástico|cirurgião plástico|Schéinheetschirurg
dermatologist|dermatologist|dermatologue|dermatolog|dermatologist|dermatologe|dermatologo|dermatólogo|dermatologista|Dermatolog
gastroenterologist|gastroenterologist|gastro-entérologue|gastroenterologist|gastro-enteroloog|gastroenterologe|gastroenterologo|gastroenterólogo|gastroenterologista|Gastroenterolog
gynecologist|gynecologist|gynécologue|ginekolog|gynaecoloog|gynäcologe|ginecologo|ginecólogo|ginecologista|Gynekolog
